user_id,age,height_cm,current_weight_kg,daily_calories,protein_grams,workout_days_per_week,workout_minutes_per_day,sleep_hours,water_liters,goal_days,final_weight_kg
862,29,162,104.6,2109,103,1,30,6.3,2,45,104.9
863,45,151,83.1,1872,58,6,60,6.9,3.5,45,80.7
864,45,180,51.5,3249,58,4,20,5.7,2,60,54.7
865,33,170,99,2244,55,0,0,7.5,2.1,60,98.6
866,24,177,58.5,3512,138,5,45,5,3.3,120,65.8
867,26,171,68.6,2980,180,5,40,7.4,1.7,75,70.6
868,24,158,83.9,1992,55,3,40,7.7,4.2,30,84.3
869,39,169,89.3,2327,181,2,0,5.1,2.5,120,89.1
870,53,172,99,3336,75,6,20,6.7,2.8,90,104.5
871,28,188,63.6,2028,119,0,0,8.1,3.4,120,63.1
872,49,193,78.4,1807,87,7,90,6.2,3.7,75,74.5
873,31,161,48.2,2392,47,7,90,7.7,2.8,60,47.8
874,36,195,63.3,1987,88,3,0,6.9,2,120,60.2
875,35,158,63.4,1711,108,3,90,5,3.3,120,57.7
876,41,170,52.7,2581,79,6,45,6,1.2,30,53.4
877,32,167,58.1,1564,182,1,60,8.8,1.9,120,54.4
878,53,163,94.6,2403,128,4,40,7.1,3.8,75,94.2
879,32,177,69,3462,68,7,30,6.6,3.9,45,71
880,49,161,84.9,1586,124,2,30,8.2,3.4,45,82.3
881,22,177,62,3148,70,2,0,7.2,2.3,30,62.6
882,18,191,101.3,2041,108,1,45,5.1,3.2,30,101.4
883,18,156,78.9,2886,66,3,30,6.7,3,75,81.7
884,37,171,75.3,2498,59,4,90,5.1,3.9,30,75.2
885,24,182,98.5,3201,81,0,40,4.6,2.5,45,100.2
886,36,164,100.5,3075,73,7,30,9,1.8,60,102.6
887,39,157,68.5,1847,56,2,30,6.4,2.2,45,67.4
888,27,192,87.2,2675,134,1,45,8.6,3.3,60,89.6
889,22,150,97.1,2108,82,5,30,6.3,3.5,75,96.4
890,25,186,72.4,2640,82,1,50,9,1.6,75,73.8
891,49,177,75.4,3195,130,2,40,6.2,2.9,90,80
892,52,184,94.8,3075,66,6,90,7.1,3.4,120,97
893,23,165,68.6,2332,49,5,90,6.6,1.5,30,67
894,40,173,96.4,2070,120,7,30,8.3,2.9,75,94.7
895,32,153,90.6,1980,81,6,0,7.6,2.5,30,90.5
896,55,154,75.2,2147,52,2,50,5.1,1.9,30,74.7
897,44,159,91.6,3424,80,4,75,6.4,2.2,120,98.2
898,36,157,56.9,1631,89,2,0,6.3,2.5,75,53.9
899,34,186,76.6,2431,153,2,45,8.9,2.8,45,77.8
900,43,189,51.2,3106,92,1,75,6.6,3.3,75,55.2
901,28,153,93.8,3237,94,4,20,5,2.3,60,95.5
902,36,160,78.9,1767,99,0,45,5.3,1.7,30,77.2
903,23,186,80.2,3481,56,0,50,4.9,2.1,60,84.3
904,43,182,59.1,3100,136,2,20,6,4.1,90,62.5
905,27,151,81.5,3065,167,0,45,5.2,3.4,30,83.8
906,23,195,61.2,2383,81,2,90,6.8,3.6,120,60.9
907,39,178,92.8,2888,119,5,60,4.7,3.5,120,94.8
908,31,189,82.6,2124,190,7,20,8.1,1.5,60,82.3
909,23,181,53.4,2784,88,4,30,4.8,3,60,53.5
910,29,195,92,2556,166,4,75,7.4,1.5,30,93.3
911,49,152,68.7,2674,147,6,30,6.5,2.8,90,71.3
912,41,155,86.9,3572,160,4,0,7.3,3.3,120,94.9
913,53,150,56.8,1931,119,6,30,7.1,4,45,55.5
914,47,192,53.3,3408,164,7,20,4.9,3.6,75,58.4
915,30,175,66.7,2799,132,7,40,7.7,2.7,60,68
916,52,159,102.1,2096,99,5,0,8.9,3.7,30,103
917,41,177,103.8,2374,58,3,0,8.8,3.4,60,103.8
918,29,155,56.1,2621,148,1,45,8.4,2.6,75,58.1
919,34,161,95.3,1878,154,5,45,5.2,2.2,75,92.7
920,52,194,92.7,3289,135,6,0,7,4.1,45,94.7
921,55,189,56.2,2796,48,2,75,8.7,2.7,60,56.9
922,44,166,77.7,1515,160,2,75,7.4,3,30,75.8
923,30,176,87.7,2180,141,3,50,5.4,1.7,120,86.1
924,18,173,94.4,1566,122,4,90,8.2,1.4,75,90.8
925,47,176,71.4,2942,183,6,90,8.9,2.2,45,72.6
926,41,161,79.5,2166,183,6,60,5.8,3.3,120,77.2
927,36,194,83.4,1906,67,1,20,7.4,3.2,75,80.8
928,52,156,84.1,3561,53,4,60,5.5,3.7,90,89.1
929,30,180,102.2,2936,163,6,60,4.5,2.3,45,103.2
930,35,192,63.1,3198,106,0,60,4.6,1.1,60,66.5
931,51,188,66.1,2198,155,3,90,8.9,1.7,120,65.1
932,21,186,72.5,3099,89,6,50,6.8,2.5,30,74
933,26,182,54.7,3105,111,2,50,5.4,1.3,75,56.5
934,55,159,49.6,1822,142,0,30,8.9,3.2,60,47.9
935,32,169,59,2504,141,4,0,5.7,4.3,120,59.5
936,55,156,54.3,2002,72,2,45,5.7,1.6,30,53.4
937,41,163,70.3,3511,50,6,20,6.7,3.2,45,73.6
938,42,170,84.1,3346,86,2,45,4.5,1.6,90,88.8
939,20,157,103.6,2920,168,0,30,6.8,1.9,30,104.1
940,19,184,49.3,3596,84,3,50,5,1.8,60,52.3
941,23,194,101.6,2596,115,7,40,8.8,2.2,90,103.1
942,47,181,72.9,3138,94,4,30,5.4,4,120,77.3
943,43,156,81.3,2776,87,3,75,6.5,2.6,90,83.4
944,38,189,54.1,3068,154,3,50,6.2,3.2,30,55.3
945,20,182,62.4,3178,120,5,60,4.6,1.6,60,64.3
946,29,172,62,2381,140,5,30,8,1.4,60,62.7
947,39,163,74.5,2817,104,1,60,5.8,1.7,45,74.7
948,35,195,82.7,1806,152,6,50,8.2,1.7,30,82.3
949,49,152,104.4,3225,75,1,75,5.3,2.1,75,107.2
950,19,168,49,1519,163,4,30,8.3,2.4,90,46.2
951,20,171,84.8,1784,165,1,60,7.8,2,60,83.1
952,53,170,76.1,1692,145,4,75,6.7,3.2,30,75.6
953,24,151,60.8,1542,80,1,50,8.4,3.5,45,58.2
954,30,173,94.5,1520,58,4,0,5,4.3,30,92.5
955,42,167,87.8,2064,162,1,30,5.9,1.5,90,87.4
956,44,190,73.5,2001,178,3,75,7.5,4.4,60,73.2
957,48,164,53.2,2713,66,5,90,8.3,1.8,120,54.7
958,31,194,52.4,3525,60,3,0,7.5,2.6,75,57
959,24,171,59.9,2783,124,7,30,8.3,1.4,45,60.4
960,41,174,103.6,2331,147,3,20,5.8,1.6,60,104.5
961,54,191,53.8,3388,72,1,40,4.6,2.6,60,56
962,51,178,68.1,1984,185,1,50,6.4,1.5,90,66.5
963,39,153,73.2,3014,70,0,60,7.8,2.5,60,75.1
964,29,188,63.7,3521,177,6,20,7.6,3.3,30,65.4
965,21,152,80.8,2477,61,1,45,5.5,3.2,120,80.9
966,43,156,60.5,2598,171,3,30,8,2.2,60,62.3
967,36,150,53.4,3561,167,4,40,5.3,3.4,45,55.9
968,47,159,102.8,3443,154,5,0,5.3,1.9,30,104
969,18,188,68.1,3440,45,7,40,6.6,1.2,30,69.7
970,36,164,77.9,2185,82,1,20,5.9,3.6,75,77.1
971,40,184,62.7,3492,109,5,75,4.6,2.2,120,68.2
972,51,192,96.8,3483,73,4,90,7.8,1.1,75,101.7
973,27,172,76.4,2500,155,5,40,7.8,1.7,75,77.5
974,35,190,86.7,3340,179,2,45,8.6,2.2,60,90.6
975,44,167,65.6,1668,178,5,20,6.5,2.6,60,63
976,18,181,100.9,2102,164,2,90,8.9,3.2,120,99.3
977,49,168,51.7,2707,48,7,0,5.5,3.9,30,51.3
978,37,150,72.5,1502,57,4,30,6.1,2,90,67.7
979,53,159,102.4,2608,81,3,60,7.1,1.3,45,101.8
980,40,165,94.3,3082,153,6,20,8.5,4.2,90,98.5
981,54,177,86.7,2820,80,3,45,5.1,2.9,60,87.4
982,37,186,100.8,3388,184,2,60,8,3.9,30,102.2
983,46,194,65.9,2964,164,5,60,6.6,4.4,75,67.4
984,53,151,102.6,3224,67,2,45,8,3,60,104.9
985,52,186,98,1719,145,2,60,7.5,2.6,90,95
986,21,155,51.1,1938,130,1,45,7,3.4,30,49.7
987,55,193,77.1,1717,97,2,90,7.8,2.7,45,76.3
988,27,169,83.8,1526,169,3,20,4.8,1.5,30,82.3
989,33,163,53.9,1600,174,7,60,4.8,1.4,75,49.5
990,29,165,96,2566,157,1,60,5.2,1.1,45,97.2
991,33,160,77.2,2320,166,7,45,5.8,1.4,90,76.3
992,35,175,70,1939,163,6,60,5.2,2,30,69.1
993,18,187,65.3,3320,55,5,30,6.6,3.5,60,67.3
994,28,172,76.5,3561,98,5,90,6.3,1.2,120,82.2
995,54,171,74.2,2073,116,4,60,4.8,3.9,75,72
996,48,188,85.6,3576,179,4,30,7.6,3.1,90,92.4
997,43,154,50.6,2151,104,1,20,6.7,3.4,60,50.7
998,33,156,99.3,2212,143,6,20,4.8,1.9,30,99.6
999,22,178,91.5,1620,89,5,20,7.6,2.3,120,86.6
1000,30,162,62.4,3292,118,3,40,7.8,2.5,90,68.3
1001,30,155,81.2,1894,97,0,30,8.5,2.3,75,79.9
1002,22,171,58.6,3532,93,3,75,6.8,2.2,90,65
1003,22,178,72.4,3040,63,1,30,8,2,30,73.6
1004,21,188,78.8,1592,102,4,45,6.3,2.3,45,77.6
1005,22,184,80.8,3548,124,6,0,7,4.1,90,87.7
1006,34,191,49.7,2884,152,4,40,6,3.7,45,50.5
1007,39,192,100,1755,105,7,20,8.1,3,90,97.5
1008,20,172,103.9,3204,65,7,30,5.7,1.1,30,104.9
1009,32,191,68,3456,122,3,0,8.7,1.1,45,71.3
1010,42,193,87,1574,186,7,0,6.2,2.3,45,85.1
1011,45,185,55.9,3293,75,5,50,5.4,2.5,30,56.6
1012,23,187,48.6,3191,182,0,0,8.4,1.9,30,49.5
1013,26,178,58.3,1679,125,5,40,9,1.5,75,55.5
1014,25,192,52.4,2524,184,3,75,7.7,3.8,45,53
1015,37,173,92.5,2698,107,4,50,7.6,2.8,30,92.7
1016,44,195,102.2,3491,116,1,40,8.6,3.9,90,108.5
1017,53,163,55,2081,54,3,75,7.4,2.6,30,53.3
1018,20,167,63.8,3073,121,1,0,5.8,3.1,75,66.1
1019,42,174,73.3,2419,97,6,30,7.5,2.9,120,73.1
1020,52,172,101.4,2877,112,3,0,6,3.9,75,104.7
1021,21,156,79.5,2677,181,7,60,7.1,3,90,80.2
1022,42,179,90.5,2475,78,0,45,8.1,4.3,30,92.1
1023,52,168,67.2,3116,54,4,50,5.7,1.9,120,71.8
1024,18,157,65.5,2814,112,2,75,6.6,2.5,75,66.3
1025,40,180,84.4,2392,149,0,20,5.7,3.1,60,85.8
1026,46,161,62.7,2631,111,7,30,5.5,1.6,90,63.7
1027,32,157,85.3,2254,174,7,50,4.7,3.5,30,85.9
1028,34,166,48.9,2947,183,0,40,6.1,1.3,75,51.1
1029,22,165,59.6,3021,151,1,60,8.4,1.5,60,62.7
1030,41,171,103.6,3034,165,4,0,5.2,1.2,45,106.3
1031,19,156,82.7,2782,175,5,40,6.2,3,120,86.2
1032,42,191,52.5,1816,102,6,90,7.8,4,90,49.1
1033,48,192,77.9,3306,126,4,40,8.3,2,45,80.1
1034,41,164,74,1972,106,7,60,6.1,2.2,90,69.7
1035,41,191,75.6,2443,159,6,40,7.1,3.9,45,76.9
1036,33,176,86.4,2065,111,4,50,5.9,1.3,75,84.6
1037,27,186,76.2,2311,91,7,0,5.3,2.5,90,76.3
1038,48,156,55.2,1639,155,0,30,9,1.5,90,53.5
1039,45,172,55.3,2488,120,1,50,8.5,4.1,90,57.1
1040,24,152,52.2,2953,159,6,75,7.8,2.5,75,54.8
1041,29,187,100.2,3586,66,2,0,7.2,2.3,120,108.2
1042,38,178,58.1,2644,69,3,45,6.7,1.2,90,60
1043,55,182,96.1,3247,118,5,60,5.9,1.6,45,96.9
1044,31,177,77.6,2787,70,5,45,5.2,2,75,78.4
1045,28,168,101.5,2562,72,3,45,5.1,1.7,90,102.3
1046,19,188,99.4,2299,46,7,0,6.2,2,90,98.7
1047,46,183,55.2,3358,120,1,20,6.5,2.5,60,58
1048,26,167,89.7,1977,135,1,40,7.8,2.1,90,88
1049,47,190,89.9,1803,125,0,60,5,3.5,90,86.7
1050,53,192,95.7,1645,47,3,30,7.1,4.1,45,94.2
1051,34,180,56.6,2266,172,4,30,5.4,4.1,90,57
1052,31,150,72.8,3509,187,3,30,4.7,3.4,90,78.7
1053,55,165,84.3,3483,180,2,45,8.3,4.1,120,92.3
1054,43,188,68.4,3470,120,1,40,5,4.1,60,72.1
1055,46,170,62.1,3240,74,2,75,8.8,3.3,60,65.8
1056,26,180,95.9,3503,150,3,0,5.8,2.8,75,100.3
1057,38,166,86.5,3184,145,7,60,6.3,4.2,60,88.8
1058,32,171,84.3,1686,123,7,60,5.5,4.1,90,78.9
1059,25,189,82.8,2029,183,0,0,8.1,1.3,120,81.7
1060,40,185,51.6,1701,177,3,50,6.9,4.4,90,48.4
1061,32,168,93.7,3031,129,6,40,7,1.9,30,93.7
1062,19,183,53.8,3129,169,0,30,5.8,1.1,120,60.4
1063,33,152,63.5,2006,141,6,30,8.2,4.1,30,62.2
1064,50,195,91.5,3201,50,0,90,7.2,1.5,120,97.6
1065,43,162,95.4,2778,127,6,90,7.8,2.1,75,95.6
1066,34,191,80.8,3042,119,6,20,5.5,2.4,60,82.9
1067,52,182,61.9,1570,172,6,50,7.9,3.5,75,58
1068,19,175,92,3331,139,7,20,7.4,2.2,120,100
1069,24,185,57.6,3506,108,1,30,6.3,3.9,90,64.4
1070,54,164,51.4,3521,109,6,45,7.8,3.9,30,53.1
1071,54,188,71.2,1522,113,3,90,8.1,2.9,60,69.2
1072,33,170,74.3,3478,176,1,20,6.4,1.3,45,78
1073,28,183,90.6,2180,95,7,20,4.7,2.5,45,90
1074,51,181,56,3212,147,0,45,5,4.5,120,63.3
1075,35,183,66.4,3022,189,2,30,5.8,3.4,90,71.4
1076,41,183,82.5,3433,163,3,50,8.7,3.5,45,85
1077,48,150,66.1,2234,83,7,20,9,1,120,64.8
1078,24,184,74.1,1887,60,7,30,4.8,3.2,45,72
1079,18,162,63.7,3245,123,5,60,8.7,3,120,70.2
1080,22,187,56.7,2386,116,2,45,7,1.4,90,57.1
1081,42,171,80.8,2635,166,3,30,4.5,1.8,45,80.5
1082,27,159,57.4,1501,127,1,0,5.1,3.8,75,54.1
1083,38,169,76.5,1980,106,6,60,8,3.5,60,74.5
1084,51,170,78.2,2376,87,4,30,8.3,3,75,78.9
1085,34,193,54.9,3283,134,2,0,8.4,4,120,62.5
1086,45,163,83.2,2282,142,5,30,8.7,4.5,45,83.3
1087,51,162,48.3,2771,129,1,50,8.6,2.8,30,49.6
1088,20,191,63.7,3460,146,0,45,5.7,1.2,90,70.4
1089,48,188,84,3508,89,7,90,8.1,1.1,30,85.6
1090,27,195,90,2039,66,6,20,4.8,3.2,30,88.8
1091,52,167,104.1,2295,49,5,50,8.5,1.6,90,103.7
1092,41,183,48.8,3151,151,0,20,5.4,3.7,45,51.6
1093,23,161,73.3,2628,95,6,30,7.4,3.9,30,73.4
1094,53,172,54.7,3409,190,1,75,4.9,4.2,45,58.2
1095,29,170,81.7,1582,88,0,40,7.4,2.6,120,77.8
1096,37,193,84.6,2282,78,4,0,6.2,2,60,83.5
1097,38,176,60.9,2271,114,3,30,8.9,1.9,75,60.5
1098,49,172,81,2928,178,7,30,4.7,3.9,75,82.5
1099,54,163,104.6,3277,133,4,40,6,4.4,90,110.1
1100,35,155,77.3,2363,111,3,75,5.7,4.2,90,77.1
1101,29,180,56,2822,140,6,0,6,1.4,60,58.6
1102,18,160,72,2870,131,1,30,8.6,2.1,75,75.1
1103,19,178,94.1,3369,156,6,75,8.3,1.9,60,97.5
1104,48,193,70.9,1664,104,1,60,6.4,1.9,90,67
1105,19,160,77.2,2731,179,3,30,5.1,2.2,30,78.9
1106,37,159,93.7,3378,146,2,75,4.5,1.5,45,95.6
1107,23,161,61.5,2332,156,1,40,5.2,2.9,60,60.4
1108,28,172,53.7,3114,99,7,60,8.2,3.5,30,54.6
1109,38,158,70.8,2839,117,6,60,6.9,2.2,120,73.6
1110,55,151,60.6,2229,105,5,50,6,3.9,90,59.5
1111,43,154,84.8,2065,172,3,0,5.5,2.5,60,83.8
1112,29,177,56.6,2774,144,7,0,5.7,4.3,45,57.3
1113,51,156,74.5,1838,133,1,60,8.1,1,60,72.2
1114,50,174,87.1,1547,169,6,60,8,2.1,60,84.7
1115,25,188,94,3344,173,5,75,7.7,4,60,96.6
1116,29,177,78.3,3070,65,2,0,6,4.3,90,81.5
1117,50,189,89.5,3363,156,0,75,5.8,1.4,75,94.1
1118,21,188,87.1,2533,153,5,45,8,1.1,60,87
1119,40,176,49,2829,121,0,20,6.1,1.1,120,52.3
1120,29,155,78.5,2016,82,7,60,8.5,2.2,75,76.7
1121,33,183,80.4,1666,64,5,50,4.7,3.1,120,74.1
1122,24,174,77.2,1822,131,4,60,6.3,1.6,120,72.2
1123,23,177,103,2284,111,4,90,6.9,3.8,120,102.1
1124,41,186,75,3289,115,2,45,6.8,1.2,75,80
1125,36,167,48.3,2348,49,6,30,5.7,2.6,120,46.6
1126,32,164,49,2829,101,1,45,7.8,3.1,75,51.7
1127,39,184,70.2,1551,132,5,50,6.1,2.6,75,67
1128,49,163,78.3,2196,144,4,60,4.6,4,30,78.2
1129,53,172,52.7,3012,122,4,50,6.5,2.6,45,54.5
1130,28,189,68,3267,151,0,45,7,2.7,45,70.5
1131,52,158,69.6,2005,69,6,40,5.5,1.4,60,66.8
1132,28,175,79.4,2941,100,6,45,5.9,2.3,30,80.5
1133,38,182,78.5,3106,102,6,75,7.9,2,75,80.2
1134,29,175,64.4,2868,163,2,20,6.2,3.3,75,66.9
1135,19,189,60.8,3561,65,6,0,6,1.9,90,67.2
1136,23,173,49.3,3094,186,3,30,6.6,3.5,45,50.9
1137,30,170,55.6,1765,52,3,75,6.6,3.4,75,53.4
1138,29,179,76.5,1955,129,2,40,6.6,4.4,30,76.6
1139,44,183,104.7,3078,63,6,45,8.5,2.9,120,109.8
1140,52,195,49.4,3469,60,4,60,8.2,3.5,30,51
1141,50,190,85,3255,76,1,30,8.3,3.7,90,90.8
1142,25,160,68.9,2891,81,3,75,5.4,1.3,120,71.7
1143,47,195,76,2502,111,5,45,7.6,2.2,75,76.9
1144,54,167,81.9,2073,82,4,0,5.5,2.3,60,81.3
1145,37,195,57,2748,166,7,45,5.2,3.8,45,57
1146,36,174,62.7,2433,52,3,45,5.2,1,60,62.7
1147,51,175,75.2,2197,133,2,90,5.9,2.3,75,74.5
1148,51,180,58,3055,48,1,50,5.5,1.7,45,59
1149,25,191,59.2,3543,162,0,90,8.5,3.6,60,64.6
1150,43,190,53.6,2849,174,1,45,7,2.9,120,58.1
1151,23,153,73.5,2515,107,4,30,7.6,3.3,45,73.5
1152,47,161,50.3,2588,186,4,20,7.8,3.6,30,52
1153,26,183,65.3,2350,103,3,75,6.6,2.9,30,64.8
1154,22,162,75.3,3310,66,7,40,4.9,3.1,90,78.9
1155,54,150,81.2,1956,158,3,75,9,1.9,75,80
1156,49,190,58.1,3577,168,4,45,5.7,2.9,60,61.8
1157,53,182,65.6,3302,73,2,75,4.5,4.1,90,69.6
1158,28,161,51.7,3269,122,1,75,6,3.4,45,53.5
1159,24,164,60.2,3555,123,5,90,6.6,3.4,90,64.8
1160,27,170,56.9,3122,88,2,30,6,2.8,75,60.5
1161,44,167,61,2576,165,4,50,5.2,2.2,60,62.2
1162,38,178,65.6,3111,151,0,60,4.7,2.4,120,71.7
1163,47,167,49.1,2328,98,4,45,8.2,1.1,75,49.5
1164,38,185,79.9,2316,100,7,45,5,1.9,60,79.3
1165,55,180,102.3,1688,144,7,40,5.8,3.1,75,97.9
1166,21,190,67.5,3013,157,4,20,6.6,4.1,30,68.5
1167,44,159,97.8,2724,96,1,75,5.6,3,120,99.5
1168,51,168,87.3,2075,62,5,50,8.6,2.6,45,85.7
1169,47,164,74.3,2864,95,4,45,7.2,4.3,45,74.8
1170,44,177,70.6,3492,57,0,90,6.2,3,30,73.6
1171,38,184,76,2867,62,1,20,8.9,3.7,90,78.6
1172,50,155,80.7,3418,93,1,60,8.2,2.6,120,88
1173,39,154,58.4,2891,161,6,0,6.3,2,90,62.5
1174,19,150,60.8,3249,83,4,40,7.1,3.7,90,65.2
1175,30,186,100.7,2125,93,2,40,5.9,1.4,90,99.4
1176,20,158,78.8,1783,128,5,40,7.5,1.7,45,77.1
1177,35,164,101.4,2389,135,0,30,8.4,4.3,30,102.7
1178,42,151,73.3,2354,142,0,75,6.5,1.7,75,73.9
1179,25,155,103.2,3575,177,1,30,7.9,1.4,75,109.8
1180,40,170,71.7,2361,68,5,75,5.6,1.4,75,69.3
1181,42,176,70.8,1909,135,5,45,8.3,2.5,120,67.4
1182,23,191,84.7,3096,165,0,45,7.8,4.1,30,85.7
1183,33,161,80.2,2024,177,2,30,7.6,3.7,30,80.2
1184,31,192,64.7,3199,85,6,30,5.3,2.8,45,67.1
1185,29,173,98.1,1948,86,0,75,5.4,2.4,60,97.5
1186,34,189,66.3,1605,129,0,75,4.7,4.1,75,62.1
1187,42,188,89.2,2195,85,1,0,6.1,1.8,75,89.5
1188,25,180,74.5,3200,182,7,30,8.4,3.8,30,75.9
1189,48,166,55.3,2997,69,7,75,7.9,4,45,55.6
1190,50,158,93.9,2084,102,1,20,7.7,2,90,92.1
1191,32,166,58.5,2733,129,7,90,6.8,4.5,60,59.4
1192,26,170,72.1,2094,53,6,0,8.1,4.4,30,71.1
1193,20,165,57.2,2821,47,7,75,8.4,1.7,90,57.9
1194,31,179,83.4,3301,75,4,90,8.7,2.2,45,85
1195,49,185,74,1895,132,4,20,8,2.5,30,74.4
1196,26,156,60.9,3373,73,1,90,7.7,1.4,60,64
1197,45,185,104.1,1839,174,2,60,8.2,4.1,90,101.6
1198,32,151,59.3,2949,179,2,90,6.9,3.8,60,61.7
1199,51,160,69.3,1910,87,3,30,6.9,4.3,75,68.2
1200,35,153,102.7,3141,120,6,90,8.9,4.1,75,105.1
1201,37,150,52.3,2776,98,1,0,7.9,1.5,75,55.3
1202,33,175,92.8,3216,145,3,40,8.3,1.2,60,95.3
1203,43,157,89.4,2121,97,7,30,7.5,3.7,30,89.3
1204,51,169,77.9,3429,104,7,45,8.2,2.9,90,83.1
1205,22,171,97.9,1667,142,4,20,7.3,2.5,45,97.1
1206,49,168,60.8,1922,67,5,40,8.4,3.3,120,58.6
1207,44,153,84.4,2647,115,4,90,6,3.3,60,85.8
1208,23,150,53.8,3488,107,7,40,7.2,3.3,30,56.8
1209,49,185,82.6,3039,177,6,0,7.2,3.1,120,89.7
1210,54,156,54.7,2477,137,6,60,7.7,1.1,120,55.5
1211,47,186,97.2,1652,147,6,0,5.5,1.6,120,93.5
1212,24,168,100.5,1616,161,4,50,8.2,2.2,45,98.2
1213,21,170,74.1,2577,86,3,90,8,2.9,60,75.2
1214,40,161,96.1,1864,130,5,90,7.8,3.9,45,94.1
1215,37,156,100.1,1870,148,5,75,7.4,3.6,45,98.1
1216,49,172,67.2,3293,137,2,30,6,1.4,90,71.8
1217,50,194,84.6,2713,188,2,60,7.3,1.3,30,84.4
1218,43,166,56.3,2893,181,5,60,5.1,2.3,120,59.9
1219,36,189,80.5,1836,127,3,75,8.2,1.9,45,79.5
1220,35,151,76.2,2396,107,3,75,7.4,1.8,30,75.7
1221,19,189,75.5,3297,151,3,60,5.3,2.8,75,79.6
1222,42,166,88.3,2990,112,6,50,6.1,4.2,45,89.3
1223,40,154,102.6,2050,127,3,90,7.1,1.3,90,101
1224,52,170,54,2433,134,3,75,5.7,3.9,75,54.3
1225,49,187,72.9,2201,50,7,90,7.4,4.1,75,71.4
1226,27,154,86.9,1767,115,4,0,7.7,2.7,120,84.2
1227,26,175,60.3,3351,124,4,50,5.5,3.8,90,66
1228,27,184,103.9,2788,46,0,50,7.1,3.7,30,105
1229,51,176,89.6,2297,108,2,30,4.6,4.3,120,87.9
1230,23,156,101.9,3086,149,6,75,5.1,2.2,30,102.3
1231,29,195,72.5,2532,172,1,30,5.7,1.7,60,74.4
1232,23,171,73.7,1885,179,4,0,8.5,1.2,90,71.4
1233,41,156,57.6,1551,46,5,60,5.9,3.8,90,52.3
1234,22,161,58.7,3540,91,3,50,4.9,3.4,45,61.7
1235,54,161,98.8,2227,174,2,75,4.6,1.1,90,98.6
1236,25,169,101.3,1941,134,2,90,5.3,1.3,45,100.1
1237,39,179,100.9,3092,159,1,90,4.8,1.9,45,102.1
1238,49,162,93.3,1670,136,0,75,8.1,4.2,120,90.4
1239,55,156,96.3,1872,127,6,90,7.4,2,45,94.3
1240,30,168,101.8,3246,148,6,60,4.9,1.1,30,102.5
1241,48,189,70.2,3538,118,0,90,8.2,1.7,30,72.1
1242,55,186,78.9,2784,57,0,0,8.9,2.3,60,81.8
1243,21,193,97.8,3582,179,2,90,6.2,3.4,45,100.2
1244,29,164,88.6,1798,97,7,40,7.1,3.1,30,88.4
1245,31,194,54.6,2689,46,3,50,8.9,4.5,45,55.3
1246,43,152,56.9,2508,111,6,45,5.4,4.1,120,57.7
1247,44,194,48.6,3194,141,4,40,8.2,2.7,90,52.3
1248,43,152,87.7,3339,77,3,20,7.4,1.4,75,91.1
1249,52,170,57.5,2550,146,4,90,5.8,4,60,56.8
1250,25,175,94.9,2327,67,7,40,5.1,4.5,75,93.8
1251,25,164,50.2,3089,92,1,20,5.6,3.2,75,53.9
1252,46,188,91.8,3562,93,3,50,4.7,1,45,94.1
1253,34,161,68,2321,59,6,60,5.2,2,30,66.7
1254,30,171,85.5,3297,51,7,20,8.3,3.1,60,88.9
1255,27,185,103,1732,73,1,60,6.8,1.1,120,97.7
1256,38,173,50.2,1925,104,0,60,4.5,1.2,75,48.6
1257,25,164,91.4,1644,189,1,0,7.4,4.2,90,89.2
1258,36,193,83.1,3341,105,7,45,6.1,4.5,75,86.7
1259,27,179,78.6,2975,102,2,45,7.4,1.6,75,82.5
1260,28,173,90.2,3268,121,2,0,6.6,3.5,90,96.2
1261,43,158,95.9,2945,98,6,60,8.5,2.6,75,97.9
1262,42,179,68.7,2835,147,2,90,5.4,1.8,45,69.9
1263,41,179,79.2,3172,140,4,40,6.3,2.6,90,83.7
1264,37,189,71.5,2316,100,5,90,8.5,3.3,90,70.4
1265,46,151,87.6,3080,190,2,45,8.9,3.4,45,90.5
1266,54,162,56.6,2796,164,3,30,7.9,2.7,90,60.6
1267,51,190,97.9,1897,61,1,0,4.5,4,30,96.7
1268,23,170,101.1,2961,96,2,40,5.9,1.2,90,104.8
1269,55,178,75.1,2217,119,4,20,8.1,1.6,45,74.2
1270,25,184,99.9,3178,85,7,45,7.6,4.2,30,101.6
1271,27,178,53.5,1661,79,6,75,6.2,1.6,30,51.9
1272,41,178,81.3,2244,159,0,75,8.8,3,60,82.9
1273,41,154,58.1,2729,145,2,20,9,3.8,120,61.6
1274,38,168,88.6,1840,135,7,0,7.3,3.1,45,87.3
1275,34,162,77.3,1596,170,5,30,4.7,1.8,60,73.9
1276,45,171,50.3,3376,65,5,90,4.6,4.1,90,52.6
1277,54,151,65.3,2317,165,6,60,4.7,3.4,120,63.4
1278,41,182,96.7,3238,149,5,30,8.7,3.5,90,101.4
1279,36,167,52.7,3342,66,5,90,8.5,1.1,45,55.3
1280,24,165,52.2,3029,61,2,40,8,4,30,54
1281,39,189,52,3387,129,1,20,4.8,1.5,120,59.9
1282,29,155,88.9,1875,45,6,40,5.4,3.5,75,85.4
1283,51,162,75.1,2308,171,2,75,5.8,3.4,30,75
1284,50,150,52.5,2309,112,2,90,7.1,1.7,30,52.7
